EVTDESC13230_NEWS_MEDIUM;$COUNTRY$: Прогулка по ночным улицам провинции $PROVINCENAME$ может быть очень опасной. Накануне это на своем опыте испытал иностранный посол в Дипломатическом Квартале. Полицейские доложили, что нашли его тело в 4 часа утра, предположительно — он стал жертвой ограбления.;;$COUNTRY$: Alleine in den StraЯen von $PROVINCENAME$ zu wandeln, kann gefдhrlich sein, wie ein auslдndischer Botschafter im Botschafts-Viertel herausfinden musste. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines Ьberfalls.;;;;;;;;;;;x;
EVTDESC13230_NEWS_SHORT;$COUNTRY$: Прогулка по ночным улицам провинции $PROVINCENAME$ может быть очень опасной. Накануне это на своем опыте испытал иностранный посол.  Полицейские доложили, что нашли его тело в 4 часа утра, он стал жертвой ограбления.;;$COUNTRY$: Alleine in den StraЯen zu wandeln ist gefдhrlich, wie ein auslдndischer Botschafter herausfand. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines Ьberfalls.;;;;;;;;;;;x;
EVTDESC13270_NEWS_LONG;Торговые споры между державой $FROMCOUNTRY$ и Великими Державами происходят, начиная со второй половины XVIII столетия. В конечном счете, напряженность дошла до точки кипения в $MONTH$ $YEAR$, когда $FROMCOUNTRY_ADJ$ официальные лица неоднократно отклоняли $COUNTRY_ADJ$ запросы на свободный торговый доступ, включая подъемные за запрет продажи опиума. $COUNTRY_ADJ$ правительство уже глубоко завязло в политике конфронтации и теперь не остается ничего, кроме как объявить войну, поэтому начинается $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Опиумная Война.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den GroЯmдchten bestehen nun schon seit dem spдten 18. Jahrhundert. Die Spannungen erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt, als $FROMCOUNTRY_ADJ$ Offizielle zum wiederholten Male $COUNTRY_ADJ$ Anfragen fьr unbegrenzten Handel ablehnten, einschlieЯlich der Aufhebung eines Banns des Opiumhandels. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere Mцglichkeit als die Kriegserklдrung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_MEDIUM;Торговые споры между державой $FROMCOUNTRY$ и Великими Державами продолжаются. $COUNTRY_ADJ$ правительство уже глубоко завязло в политике конфронтации и теперь не остается ничего, кроме как объявить войну, поэтому начинается $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Опиумная Война.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den GroЯmдchten finden kein Ende. Die $COUNTRY_ADJ$ Regierung sah nach Zeiten der Konfrontation keine andere Mцglichkeit als die Kriegserklдrung - und der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13270_NEWS_SHORT;Торговые споры между державой $FROMCOUNTRY$ и Великими Державами дошли до точки кипения в $MONTH$ $YEAR$. Начинается $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Опиумная Война.;;Die Handelsstreitigkeiten zwischen $FROMCOUNTRY$ und den GroЯmдchten erreichten im $MONTH$ des Jahres $YEAR$ den Siedepunkt. Der $COUNTRY_ADJ$-$FROMCOUNTRY_ADJ$ Opium-Krieg begann.;;;;;;;;;;;x;
EVTDESC13355_NEWS_LONG;Старый Летний Дворец, на китайском известный как Сады Совершенной Ясности — это комплекс садов к северо-западу от Пекина, Города Императора в Китае. Этот массивный садовый и дворцовый комплекс был построен между XVIII и началом XIX столетий и долгое время служил резиденцией династии Цинь. Сегодня мы получили новость, что $FROMCOUNTRY_ADJ$ солдаты, оккупирующие Пекин, сожгли дворец до основания. Целая нация начала скорбеть, как только новость об этом варварском акте вандализма облетела Китай и весь мир.;;Der Alte Sommerpalast, auch bekannt als Garten der Vollkommenheit und des Lichts, sind Gдrten nordwestlich der Reichsstadt in Peking, China. Diese Garten- und Palastanlage wurde im 18. und 19. Jahrhundert erbaut und war lange Zeit die Residenz und der Amtssitz der Herrscher der Qing-Dynastie. Heute erfuhren wir, dass $FROMCOUNTRY_ADJ$ Soldaten den Palast niedergebrannt haben. Eine ganze Nation trauert ьber diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_MEDIUM;Сегодня мы получили новость, что $FROMCOUNTRY_ADJ$ солдаты, оккупирующие Пекин, сожгли Старый Летний Дворец, на китайском известный как Сады Совершенной Ясности, до основания. Целая нация начала скорбеть, как только новость об этом варварском акте вандализма облетела Китай и весь мир.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten niedergebrannt wurde. Eine ganze Nation trauert ьber diesen barbarischen Akt der Vernichtung der Kultur Chinas und der Welt.;;;;;;;;;;;x;
EVTDESC13355_NEWS_SHORT;Сегодня мы получили новость, что $FROMCOUNTRY_ADJ$ солдаты, оккупирующие Пекин, сожгли Старый Летний Дворец, на китайском известный как Сады Совершенной Ясности, до основания.;;Heute erfuhren wir, dass der Alte Sommerpalast, bekannt als Garten der Vollkommenheit und des Lichts, von $FROMCOUNTRY_ADJ$ Soldaten, den Besetzern Pekings, niedergebrannt wurde.;;;;;;;;;;;x;
EVTDESC13356_NEWS_LONG;"Общество ""Кулак во имя справедливости и согласия"", известное как ""Боксеры"" — китайское движение, посвященное восстановлению китайской независимости в свете европейской экспансии в Азию  — учинило резню среди европейских миссионеров и торцовцев в Китае. К тому же, среди европейцев, так неудачно попавшихся на пути Боксерам, было несколько новообращенных китайских христиан, они были жестоко убиты. Китайское правительство остается равнодушным к их зверствам, а по некоторым слухам — династия Цинь даже обеспечивает молчаливую поддержку этому движению.";;Der Verband fьr Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', sind eine Bewegung, die im Schatten der europдischen Expansion in Asien fьr die chinesische Unabhдngigkeit kдmpfen und deren Missionare und Hдndler in China massakrieren. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt. Die chinesische Regieriung scheint unbesorgt ob dieser brutale Angriffe, Gerьchten zufolge bietet die Qing-Dynastie den Mitgliedern der Bewegung sogar taktischen Rat.;;;;;;;;;;;x.;
EVTDESC13356_NEWS_MEDIUM;"Общество ""Кулак во имя справедливости и согласия"", известное как ""Боксеры"" учинило резню среди европейских миссионеров и торцовцев в Китае. К тому же, среди европейцев, так неудачно попавшихся на пути Боксерам, было несколько новообращенных китайских христиан, они были жестоко убиты. ";;Der Verband fьr Gerechtigkeit und Harmonie, auch bekannt als 'Boxer', massakrierten europдische Missionare und Hдndler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13356_NEWS_SHORT;Боксеры учинили резню среди европейских миссионеров и торцовцев в Китае. Среди европейцев было несколько новообращенных китайских христиан — они были жестоко убиты. ;;Boxer' massakrierten europдische Missionare und Hдndler in China. Auch zahlreiche chinesische, christliche Konvertiten, die ihnen im Weg sind, wurden brutal niedergemetzelt.;;;;;;;;;;;x;
EVTDESC13358_NEWS_LONG;"""Доктрина Закрытой Границы"" — это британская политика относительно зависимых государств Британской Индии — Туземных Княжеств, которая провозглашала, что каждое такое государство может быть немедленно аннексированно Британской Ост-Индийской компанией, если его правитель умрет, не оставив прямого наследника, или если правитель будет признан ""явно некомпетентным"". Доктрина была отменена в 1858 году, по ""Акту о лучшем управлении Индией"". Из-за трагического положения вещей, которое пронизывает правительство державы $FROMCOUNTRY$, Ост-Индийская компания провозгласила независимость этой страны недейтвительной.";;Die 'Doctrine of Lapse' war eine britische Richtlinie im Bezug auf indische Fьrstenstaaten, basierend auf der Regel, dass eine solche Nation sofort von Britisch-Ostindien annektiert werden kann, wenn der Herrscher ohne Thronfolge stirbt oder als deutlich behindert eingeordnet werden kann. Die Doktin wurde mit Einrichtung des britischen Raj 1858 eingestellt. Aufgrund des desastrцsen Zustands der Regierung von $FROMCOUNTRY$, erklдrte die Ostindische Kompanie deren Unabhдngigkeit heute fьr null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_MEDIUM;"""Доктрина Закрытой Границы"" — это британская политика, позволяющая аннексировать зависимые государства Британской Индии. Из-за трагического положения вещей, которое пронизывает правительство державы $FROMCOUNTRY$, Ост-Индийская компания провозгласила независимость этой страны недейтвительной.";;Die 'Doctrine of Lapse' war eine britische Richtlinie, die die unmittelbare Annektierung indischer Kolonien erlaubte. Aufgrund des desastrцsen Zustands der Regierung von $FROMCOUNTRY$, erklдrte die Ostindische Kompanie deren Unabhдngigkeit heute fьr null und nichtig.;;;;;;;;;;;x;
EVTDESC13358_NEWS_SHORT;Из-за трагического положения вещей, которое пронизывает правительство державы $FROMCOUNTRY$, Ост-Индийская компания провозгласила независимость этой страны недейтвительной.;;Aufgrund des desastrцsen Zustands der Regierung von $FROMCOUNTRY$, erklдrte die Ostindische Kompanie deren Unabhдngigkeit heute fьr null und nichtig.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_LONG;Держава $COUNTRY$ находится под интеллектуальным давлением современности Западного Мира. Старые традиции больше не соблюдаются. Западное влияние распространяется словно лесной пожар. Если местные хотят остаться теми, кем были всегда и не стать чем-то совершенно другим, сейчас самое время взять в руки управление собственной судьбой. Для правящих членов интеллектуальной элиты стало очевидным, что единственным путем для преломления ситуации с Западным Левиафаном, является его поддержка. Как сказал Сунь Цзю: тросник, что гнется под порывами ветра, тоже являет собой форму сопротивления.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrьcke verbreiten sich rasend. Wenn die Einwohner ihre Kultur erhalten wollen, so mьssen sie die Kontrolle ьber ihr Schicksal zurьckerlangen. Fьhrende Mitglieder der intellektuellen Elite erkennen, dass ihre beste Chance darin besteht, mit dem westlichen Leviathan mitzuschwimmen. Wie Sun Tzu schon sagte: Das Schilf biegt sich im Winde, aber es bricht nicht.;;;;;;;;;;;x;
westernize_nation_desc_NEWS_MEDIUM;Держава $COUNTRY$ находится под интеллектуальным давлением современности Западного Мира. Старые традиции больше не соблюдаются. Западное влияние распространяется словно лесной пожар. Единственным путем для преломления ситуации с Западным Левиафаном, является его поддержка.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Alte Traditionen verlieren ihren Einfluss und westliche Eindrьcke verbreiten sich rasend. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
westernize_nation_desc_NEWS_SHORT;Держава $COUNTRY$ находится под интеллектуальным давлением современности Западного Мира. Единственным путем для преломления ситуации с Западным Левиафаном, является его поддержка.;;$COUNTRY$ befindet sich unter dem intellektuellen Ansturm der modernen, westlichen Welt. Die beste Chance besteht darin, mit dem westlichen Leviathan mitzuschwimmen. ;;;;;;;;;;;x;
EVTDESC19500_NEWS_LONG;Тлеющие остатки фургона буров были найдены разведчиками несколько дней назад у реки Бушмен. Они нашли останки нескольких мужчин, женщин и детей в разрухе, оставшейся после явного нападения. Наконечники копий, валяющиеся повсюду свидетельствуют об очевидном. Кажется, воины племени Зулу, лежащего к юго-востоку, причастны к резне. Может быть необходима военная интервенция против племени, как ответ на эту новую угрозу для бурских переселенцев.;;Die rauchenden Ьberreste eines Voortrekker-Personenzuges wurden von Spдhern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Als Ergebnis dieses vermuteten Angriffs fanden sie die Leichen zahlreicher Mдnner, Frauen und Kinder der Afrikaans. Vorort gefundene Speerspitzen bestдtigen den Verdacht, dass die Impis der Zulu aus dem Sьdosten hinter dem Massaker stecken. Eine Militдraktion gegen den Stamm scheint die einzig richtige Antwort auf diese neue Bedrohung der Voortrekker-Pioniere.;;;;;;;;;;;x;
EVTDESC19500_NEWS_MEDIUM;Тлеющие остатки фургона буров были найдены разведчиками несколько дней назад у реки Бушмен. Они нашли останки нескольких мужчин, женщин и детей. Наконечники копий, валяющиеся повсюду свидетельствуют об очевидном. Племя Зулу стоит за этой резней.;;Ьberreste eines Voortrekker-Personenzuges wurden von Spдhern vor einigen Tagen nahe des Bushman-Flusses entdeckt. Sie fanden die Leichen zahlreicher Mдnner, Frauen und Kinder der Afrikaans. Gefundene Speerspitzen bestдtigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19500_NEWS_SHORT;Тлеющие остатки фургона буров были найдены разведчиками несколько дней назад у реки Бушмен. Наконечники копий, валяющиеся повсюду свидетельствуют об очевидном. Племя Зулу стоит за этой резней.;;Ьberreste eines Voortrekker-Zuges wurden von Spдhern vor einigen Tagen am Bushman-Fluss entdeckt. Gefundene Speerspitzen bestдtigen den Verdacht, dass die Zulu hinter dem Massaker stecken.;;;;;;;;;;;x;
EVTDESC19501_NEWS_LONG;Множество переселенцев передвигаются через Капскую колонию в новообразованный городок Йоханнесбург, у подножья горы Витватерсранд, где находится большой золотой прииск. Дельта местной древней реки содержит невообразимые количества золотых месторождений, вымываемых из окружающих поясов нефрита, на севере и западе. Массовый приток иностранцев вызывает проблемы вдоль границы, поэтому это может стать поводом для независимости этих окраинных государств.;;Einwanderer ziehen in Massen, auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. Die Flussdeltas der Region sind reich an unglaublichen Goldvorrдten, die aus dem Norden und Westen des Grьnsteingьrtels herangewaschen wurden. Der enorme Zuwachs an Fremden sorgt fьr Probleme in den Grenzgebieten, was fьr die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_MEDIUM;Множество переселенцев передвигаются через Капскую колонию в новообразованный городок Йоханнесбург, у подножья горы Витватерсранд, где находится большой золотой прииск.  Массовый приток иностранцев вызывает проблемы вдоль границы, поэтому это может стать поводом для независимости этих окраинных государств.;;Einwanderer ziehen in Massen in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge, wo das Goldfieber ausgebrochen ist. Der enorme Zuwachs an Fremden sorgt fьr Probleme in den Grenzgebieten, was fьr die Randstaaten zum Problem werden kann.;;;;;;;;;;;x;
EVTDESC19501_NEWS_SHORT;Множество переселенцев передвигаются через Капскую колонию в новообразованный городок Йоханнесбург, где находится большой золотой прииск.;;Einwanderer ziehen in Massen auf ihrem Weg in die neue Stadt 'Johannesburg' am Rand der Witwatersrand-Berge durch die Kolonie am Kap, wo das Goldfieber ausgebrochen ist. ;;;;;;;;;;;x;
EVTDESC22500_NEWS_LONG;"Сегодня мрачный день для державы $COUNTRY$, потому что финансовые районы $CAPITAL$ страдают от шока из-за взрыва спекуляций. Цены на недвижимость взлетели за прошедшие полтора года и хотя некоторые аналитики достаточно давно предупреждали, что цены исскуственно поднимутся, воротилы рынка недвижимости оставили эти предположения без внимания. В правительственных кругах слышны недовольства повышенными банковскими и валютными ставками и призывы к окончанию того, что называется "" ошибкой беспощадного капитализма"".";;Heute ist ein trostloser Tag fьr $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kдmpft. Die Immobilienpreise sind laut Finanzexperten seit mehr als anderthalb Jahren alarmierend in die Hцhe gestiegen, doch die Warnungen verhallten ungehцrt. In Regierungskreisen schreit man nach erhцhter Banken- und Wдhrungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_MEDIUM;"Сегодня мрачный день для державы $COUNTRY$, потому что финансовые районы $CAPITAL$ страдают от шока из-за взрыва спекуляций. В правительственных кругах слышны недовольства повышенными банковскими и валютными ставками и призывы к окончанию того, что называется "" ошибкой беспощадного капитализма""";;Ein trostloser Tag fьr $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kдmpft. In Regierungskreisen schreit man nach erhцhter Banken- und Wдhrungsregulierung, um dem sogenannten Ellbogen-Kapitalismus ein Ende zu setzen.;;;;;;;;;;;x;
EVTDESC22500_NEWS_SHORT;Сегодня мрачный день для державы $COUNTRY$, потому что финансовые районы $CAPITAL$ страдают от шока из-за взрыва спекуляций. В правительственных кругах слышны недовольства повышенными ставками ;;Ein trostloser Tag fьr $COUNTRY$, nun da das Finanzenviertel von $CAPITAL$ mit den Auswirkungen einer Spekulationsblase kдmpft. In Regierungskreisen schreit man nach erhцhten Regulierungen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_LONG;Резкое падение фондового рынка в  $CAPITAL$ переросло в нечто гораздно худшее, после крупных изъятий банковских вкладов, последовавших за падением уверенности вкладчиков в банковском секторе.  Уже последовало распространение безработицы — из-за падения и банкротсва целых секторов промышленности. Переплетаясь с экономикой западного мира, кризис быстро распространился на другие страны, а эффекты краха отражаются на экономике всего мира. В историю это войдет под названием: Великая Депрессия $YEAR$ года.;;Ein Bцrsencrash in $CAPITAL$ fьhrt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi ьber Nacht wird die Folge sein. Weitreichende westliche Handelsbeziehungen bringen die Krise in andere Lдnder, erschьttern die Weltwirtschaft und werden als GroЯe Depression von $YEAR$ in die Geschichte eingehen.;;;;;;;;;;;x;
EVTDESC22510_NEWS_MEDIUM;Резкое падение фондового рынка в  $CAPITAL$ переросло в нечто гораздно худшее, после крупных изъятий банковских вкладов, последовавших за падением уверенности вкладчиков в банковском секторе.  Уже последовало распространение безработицы — из-за падения и банкротсва целых секторов промышленности.;;Ein Bцrsencrash in $CAPITAL$ fьhrt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken. Hohe Arbeitslosigkeit durch den Bankrott zahlreicher Industrien quasi ьber Nacht wird die Folge sein. ;;;;;;;;;;;;x
EVTDESC22510_NEWS_SHORT;Резкое падение фондового рынка в  $CAPITAL$ переросло в нечто гораздно худшее, после крупных изъятий банковских вкладов, последовавших за падением уверенности вкладчиков в банковском секторе.;;Ein Bцrsencrash in $CAPITAL$ fьhrt, aufgrund des Vertrauensverlustes, zu einem Andrang auf die Banken.;;;;;;;;;;;x;
EVTDESC23203_NEWS_LONG;$COUNTRY_ADJ$ исследователи обнаружили истоки Нила, тем самым они принесли славу и престиж своей великой державе! Сражаясь с суровым климатом и местными племенами, неустанно продвигаясь вперед вдоль берегов реки, несмотря на болезни и истощение, прселедовавших их экспедицию, в конечно счете, им удалось достичь обширного водного пространства, которое, как они утверждают, является источником легендарной реки. Детализированный отчет об экспедиции был опубликован в прессе, и теперь понятно, что исследователи стали первыми в западном мире, даровав великую честь державе, организовавшей путешествие.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Prestige gebracht! Dem rauhen Klima und lokalen Stдmmen zum Trotz, trotz Krankheit und Erschцpfung stets dem Flusslauf folgend, erreichten sie ein immenses Wasserlager, das sie als Ursprung des imposanten Nils deklarierten. Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt verцffentlicht und bringt dem die Expedition finanzierenden Land groЯe Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_MEDIUM;$COUNTRY_ADJ$ исследователи обнаружили истоки Нила, тем самым они принесли славу и престиж своей великой державе! Детализированный отчет об экспедиции был опубликован в прессе, даровав великую честь державе, организовавшей путешествие.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land Ruhm und Ehre gebracht! Ein umfangreicher Bericht der Reise wurde als erster dieser Art in der westlichen Welt verцffentlicht und bringt dem die Expedition finanzierenden Land groЯe Ehre.;;;;;;;;;;;x;
EVTDESC23203_NEWS_SHORT;$COUNTRY_ADJ$ исследователи обнаружили истоки Нила, тем самым они принесли славу и престиж своей великой державе, что описано в опубликованном детальном  отчете об экспедиции.;;$COUNTRY_ADJ$ Entdecker haben den Ursprung des Nils auf Karten festgehalten und dem Land mit der Verцffentlichung des Reiseberichts Ruhm und Ehre gebracht!;;;;;;;;;;;x;
