BP_TAB_HISTORICAL;Исторические планы;;Historische Plдne;;;;;;;;;;x;;
BP_TOOL_COLOR_RED;Красный;;Rot;;;;;;;;;;x;;
BP_TOOL_COLOR_GREEN;Зеленый;;Grьn;;;;;;;;;;x;;
BP_TOOL_COLOR_BLUE;Синий;;Blau;;;;;;;;;;x;;
BP_TOOL_COLOR_YELLOW;Желтый;;Gelb;;;;;;;;;;x;;
BP_TOOL_ARROW_SLIM;Тонкая стрелка;;Dьnner Pfeil;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_1;Средняя стрелка 1;;MittelgroЯer Pfeil 1;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_2;Средняя стрелка 2;;MittelgroЯer Pfeil 2;;;;;;;;;;x;;
BP_TOOL_ARROW_MEDIUM_3;Средняя стрелка 3;;MittelgroЯer Pfeil 3;;;;;;;;;;x;;
BP_TOOL_ARROW_THICK;Толстая стрелка;;Dicker Pfeil;;;;;;;;;;x;;
BP_TOOL_BORDER_1;Тип границы 1;;Grenztyp 1;;;;;;;;;;x;;
BP_TOOL_BORDER_2;Тип границы 2;;Grenztyp 2;;;;;;;;;;x;;
BP_TOOL_BORDER_3;Тип границы 3;;Grenztyp 3;;;;;;;;;;x;;
BP_TOOL_BORDER_4;Тип границы 4;;Grenztyp 4;;;;;;;;;;x;;
BP_TOOL_BORDER_5;Тип границы 5;;Grenztyp 5;;;;;;;;;;x;;
BP_TOOL_ICON_AIRPLANE;Инонка самолета;;Flugzeug-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_TANK;Иконка танка;;Panzer-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_BOMB_1;Маленькая иконка бомбы;;Kleine Bombe-Symbol;;;;;;;;;;x;;
BP_TOOL_ICON_BOMB_2;Большая иконка бомбы;;GroЯe Bombe-Symbol;;;;;;;;;;x;;
BP_SAVE_PLAN_CONFIRM;Сохранить план;;Plan speichern;;;;;;;;;;x;;
BP_SAVE_PLAN_CANCEL;Закрыть;;Abbrechen;;;;;;;;;;x;;
BP_SAVE_PLAN_PROMPT;План сражения уже существует!\nХотите изменить его?;;Kriegsplan existiert bereits!\nMцchtest Ihr diesen ьberschreiben?;;;;;;;;;;x;;
BP_DELETE_SAVED_PLAN_PROMPT;Вы уверены, что хотите удалить сохраненный план сражения?;;Seid Ihr sicher, dass Ihr den gespeicherten Kriegsplan lцschen mцchtet?;;;;;;;;;;x;;
BP_DELETE_CURRENT_PLAN_PROMPT;Вы уверены, что хотите удалить этот план сражения?;;Seid Ihr sicher, dass Ihr den aktuellen Kriegsplan lцschen mцchtet?;;;;;;;;;;x;;
BP_SHARED_WITH;Поделиться:;;Geteilt mit:;;;;;;;;;;x;;
BP_NEW_PLAN;Новый план;;Neuer Plan;;;;;;;;;;x;;
BP_TOOLTIP_TAB_CURRENT;Список планов сражений.;;Liste der aktuellen Kriegsplдne.;;;;;;;;;;x;;
BP_TOOLTIP_TAB_HISTORICAL;Список планов исторических сражений.\nНажмите §YImport§! Чтобы добавить выбранное в ваш план.;;Liste der historischen Kriegsplдne.\nKlickt auf §Yimportieren§!, um den ausgewдhlten Plan zu den Aktuellen hinzuzufьgen.;;;;;;;;;;x;;
BP_TOOLTIP_TAB_SAVED;Список ваших сохраненных планов сражений.\nНажмите §YImport§! Чтобы добавить выбранное в ваш план.;;Liste deiner gespeicherten Kriegsplдne.\nKlickt auf §Yimportieren§!, um den ausgewдhlten Plan zu den Aktuellen hinzuzufьgen.;;;;;;;;;;x;;
BP_TOOLTIP_NEW_PLAN;Создать новый план.;;Neuen Plan entwerfen.;;;;;;;;;;x;;
BP_TOOLTIP_REMOVE_PLAN;Удалить выбранный план.;;Momentan ausgewдhlten Plan lцschen.;;;;;;;;;;x;;
BP_TOOLTIP_SHARE_PLAN;Переключить §Ysharing§! выбранный план с вашими §Gally members§!.;;Schaltet §YTeilen§! des momentan ausgewдhlten Plans mit Eurem §GAllianz-Mitgliedern§! ein/aus.;;;;;;;;;;x;;
BP_TOOLTIP_SAVE_PLAN;Сохранить выбранный план в файл.;;Momentan ausgewдhlten Plan in Datei speichern.;;;;;;;;;;x;;
BP_TOOLTIP_RENAME_PLAN;Переименовать выбранный план.;;Momentan ausgewдhlten Plan umbenennen.;;;;;;;;;;x;;
BP_TOOLTIP_IMPORT_PLAN;Добавить выбранный план в текущие.;;Ausgewдhlten Plan zu deinen aktuellen Plдnen hinzufьgen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_SELECT;Нажмите на объект, чтобы выбрать его.;;Auf Objekt klicken, um es auszuwдhlen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ARROW;Выберите тип стрелки и нарисуйте её на карте с помощью §YLMB§!.\nУдерживайте кнопки §YShift§! + §YLMB§! Чтобы связать эту стрелку с другой стрелкой.;;Wдhlt einen Pfeiltyp aus und zeichnet ihn mithilfe der §YLMT§! auf die Landkarte.\nHaltet §YShift§! + §YLMT§! gedrьckt, um Euren Pfeil an einem anderen anzudocken.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_BORDER;Выберите тип гранницы и нарисуйте его на карте с помощью §YLMB§!.;;Wдhlt einen Grenztyp aus und zeichne ihn mithilfe der §YLMT§! auf die Landkarte.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ICON;Выберите тип иконки и нарисуйте её на карте с помощью §YLMB§!.\nУдерживайте кнопки §YShift§! + §YMouse Wheel§! Для поворота иконки.;;Wдhlt einen Symboltyp aus und zeichnt ihn mithilfe der §YLMT§! auf die Landkarte.\nHaltet §YShift§! + §YMausrad§! gedrьckt, um das Symbol zu drehen.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_COLOR;Выберите цвет для рисования стрелок и значков.\n Это относится и к цвету выбранных стрелок и значков.;;Wдhle die aktuelle Farbe aus, um Pfeile und Symbole zu zeichnen.\nDiese Farbe wird auch fьr jeden momentan ausgewдhlten Pfeil oder jedes ausgewдhlte Symbol verwendet.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_TEXT;Поместите надпись на карту.\n если ничего не выбрано - создайте новую надпись.\n если стрелки выбраны - делает надпись на стрелке.\n Если выбран значок - редактирует текст.\n§YShift§! + §YMouse Wheel§! чтобы повернуть текст.\n§YCtrl§! + §YMouse Wheel§! чтобы масштабировать текст.;;Setzt ein Textzeichen auf die Landkarte.\nWenn nichts ausgewдhlt wird –  Ein neuer Text wird erstellt.\nWenn ein Pfeil ausgewдhlt wird – Der Text wir auf den Pfeil gezeichnet.\nWenn das Textzeichen ausgewдhlt wird – der Text wird bearbeitet.\n§YShift§! + §YMausrad§!, um den Text zu drehen.\n§YStrg§! + §YMausrad§!, um den Text zu skalieren.;;;;;;;;;;x;;
BP_TOOLTIP_TOOL_ERASE;Удалить выбранный объект.;;Ausgewдhltes Objekt lцschen.;;;;;;;;;;x;;
BP_TOOLTIP_VISIBILITY;Отобразить план на карте.;;Plansichtbarkeit auf der Landkarte ein-/ausschalten.;;;;;;;;;;x;;
MILITARY_SPENDINGS_LAND;Расходы на §Yсухопутные§! войска:;;Ausgaben fьr §YLand§!-Einheiten:;;;;;;;;x;;;;
MILITARY_SPENDINGS_NAVAL;Расходы на §Yморской§! флот:;;Ausgaben fьr §YMarine§!-Einheiten:;;;;;;;;x;;;;
MILITARY_SPENDINGS_PROJECTS;Расходы на §Yстроительство и промышленность§!:;;Ausgaben fьr §YBauvorhaben§!:;;;;;;;;x;;;;
STOCKPILE_COST_ESTIMATED;Завтра мы потратим §Yestimate§! на государственные запасы:;;Wir §Yschдtzen§!, dass die morgigen Vorrats-Einkдufe folgendes kosten werden:;;;;;;;;x;;;;
STOCKPILE_COST_ACTUAL;Сегодня мы потратили §Yactually§! На государственные запасы:;;Heute betrugen die §Ytatsдchlichen§! Ausgaben fьr Vorrдte:;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_APPROACH;Приближение §Y$WHO$§!. Текущее расстояние: §Y$DIST$§!.;;Nдhert sich §Y$WHO$§!. Derzeitige Entfernung: §Y$DIST$§!.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_DESTROYED;§RDestroyed§! Уничтожен отрядом §Y$WHO$§!;;§RZerstцrt§! von §Y$WHO$§!;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_DISENGAGED;Отряд смог отступить и выйти из битвы;;Diese Einheit konnte sich zurьckziehen und ist nicht lдnger in den Kampf verwickelt.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_RETREAT;Отряд отступает.;;Diese Einheit befindet sich auf dem Rьckzug.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_SEEKING;Поиск новой цели;;Suche nach dem besten Ziel.;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_SHOOTING;Огонь по §Y$WHO$§!.\n- урон организации §G$ORG$§!\n- урон силе §Y$STR$§!;;Feuert auf §Y$WHO$§!.\n- Schaden an der Organisation §G$ORG$§!\n- Schaden auf Stдrke §Y$STR$§!;;;;;;;;x;;;;
NAVAL_COMBAT_DETAILS_FILTERING;Нажмите на §GLMB§! Чтобы увидеть все корабли, нацеленные на этот.;;Klickt mit §GLMT§!, um alle Schiffe zu sehen, die auf dieses Schiff zielen.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_LEVEL;Уровень морской базы §G$LVL$§!;;Marinestьtzpunkt-Stufe §G$LVL$§!;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_NO_BASE;Нет морской базы в регионе.;;In diesem Staat befindet sich kein Marinestьtzpunkt.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_CAP;§YМорской лимит снабжения§! этой провинция составляет §G$CAP$§! от общего §G$TOT$§!.;;Der §YMarine-Versorgungsdurchsatz§! dieser Provinz betrдgt §G$CAP$§! von insgesamt §G$TOT$§!.;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_IN_OTHER;В регионе уже есть морская база, в провинции §Y$PROV$§!.;;In diesem Staat gibt es bereits einen Marinestьtzpunkt in §Y$PROV$§!. ;;;;;;;;x;;;;
MAPMODE_NAVAL_TOOLTIP_UNDER_CON;Морская база уже строится в этом регионе;;Hier befindet sich bereits ein Marinestьtzpunkt im Bau.;;;;;;;;x;;;;
NAVAL_SUPPLY_PENALTY_DESC;Потери от превышения §Yморского лимита снабжения§! в размере §R$PEN$%§!.;;Beeinflusst durch den §YMarine-Versorgungsdurchsatz§!-Malus von §R$PEN$%§!.;;;;;;;;x;;;;
COMBAT_LEADER_MOD_ATTACK;Навык атаки;;Anfьhrer-Angriff;;;;;;;;x;;;;
COMBAT_LEADER_MOD_DEFENSE;Навык защиты;;Anfьhrer-Verteidigung;;;;;;;;x;;;;
OCCUPATION_SCORE_ATTACKER;Оккупация атакующего: ;;Besatzung des Angreifers:;;;;;;;;x;;;;
OCCUPATION_SCORE_DEFENDER;Оккупация защищающегося: ;;Besatzung des Verteidigers:;;;;;;;;x;;;;
BLOCKADE_SCORE_ATTACKER;Блокады атакующего: ;;Blockaden des Angreifers:;;;;;;;;x;;;;
BLOCKADE_SCORE_DEFENDER;Блокады защищающегося: ;;Blockaden des Verteidigers:;;;;;;;;x;;;;
TICKING_WARSCORE_HEAD;§YScore over time§! бонус §Y$VAL$§!:;;§YWertung ьber Zeit§!-Bonus §Y$VAL$§!:;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE;В настоящее время $VAL$ (ежедневно $CHANGE$).;;Derzeit $VAL$ (tдgliche Дnderung $CHANGE$).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_MAX;В настоящее время $VAL$ (Max).;;Derzeit $VAL$ (Max).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_SHORT;$VAL$ (ежедневно $CHANGE$).;;$VAL$ (tдglich $CHANGE$).;;;;;;;;x;;;;
TICKING_WARSCORE_DESC_SCORE_MAX_SHORT;$VAL$ (Max).;;$VAL$ (Max).;;;;;;;;x;;;;
CB_DESTROY_FORTS;Уничтожить крепости;;Zerstцrt Festungen;;;;;;;;x;;;;
CB_DESTROY_NAVAL_BASES;Уничтожить морские базы;;Zerstцrt Marinestьtzpunkte;;;;;;;;x;;;;
po_destroy_forts;Уничтожить все крепости в регионе $STATE$.;;Zerstцrt alle Forts in $STATE$.;;;;;;;;x;;;;
po_destroy_naval_bases;Уничтожить морскую базу в регионе $STATE$.;;Zersцrt den Marinestьtzpunkt in $STATE$ .;;;;;;;;x;;;;
ALL_CORE_PROVINCES;все регионы с национальными провинциями;;alle Kernprovinzen;;;;;;;;x;;;;
ALL_SATES;все регионы ;;alle Staaten;;;;;;;;x;;;;
dismantle_forts_desc;Демонтаж крепостей и морских баз.;;ReiЯt Forts und Marinestьtzpunkte ab.;;;;;;;;x;;;;
dismantle_forts;Демонтаж крепостей.;;ReiЯt Forts ab;;;;;;;;x;;;;
dismantle_forts_short;Демонтаж построек в регионе $STATE$;;ReiЯt Bauten in $STATE$ ab;;;;;;;;x;;;;
dismantle_forts_setup;Демонтаж крепостей и морских баз в регионе $STATE$;;ReiЯt Forts und Marinestьtzpunkte in $STATE$ ab;;;;;;;;x;;;;
liberate_country_desc;Освободить §Yentire country§W от угнетателей;;Befreit ein §Yganzes Land§W von seinen Unterdrьckern;;;;;;;;x;;;;
liberate_country;Освободить страну;;Befreit das Land;;;;;;;;x;;;;
liberate_country_short;Держава $THIRD$ получит регион $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;$THIRD$ adquiere $STATE$;;;;;;x;;;;
liberate_country_setup;Вернуть регион $STATE$ державе $THIRD$ от державы $RECIPIENT$;Prendre $STATE$ а $RECIPIENT$ pour le rendre а $THIRD$;Gebt $STATE$ an $THIRD$ von $RECIPIENT$ zurьck;;Arrebatar el estado de $STATE$ de manos de $RECIPIENT$ y devolvйrselo a $THIRD$;;;;;;x;;;;
FIRE_RANGE;Дальнобойность;;Schussreichweite;;;;;;;;x;;;;
EVASION;Уклонение;;Ausweichen;;;;;;;;x;;;;
SORT_BY;Сортировать по:;;Sortieren nach:;;;;;;;;x;;;;
STANCE;Позиция;;Haltung;;;;;;;;x;;;;
STR_ORG;Уд/Орг;;Stдrke/Org.;;;;;;;;x;;;;
SORT_BY_TYPE_DESC;Сортировать корабли по их §Ytype§!.;;Schiffe nach §YTyp§! sortieren.;;;;;;;;x;;;;
SORT_BY_STANCE_DESC;Сортировать корабли по их §Ycurrent action§!.;;Schiffe nach ihrer §Yaktuellen Aktivitдt§! sortieren.;;;;;;;;x;;;;
SORT_BY_STR_ORG_DESC;Сортировать корабли по их §Yaverage of Strength and Organisation§!.;;Schiffe nach ihrer §Ydurchschnittlichen Stдrke und Organisation§! sortieren.;;;;;;;;x;;;;
TARGETED_BY;На прицеле у:;;Im Visier von:;;;;;;;;x;;;;
MAY_NOT_RETREAT_NAVAL;Это невозможно и было бы позором - сбежать, не оценив шансы на победу.;;Es ist nicht mцglich, und auch nicht sonderlich ehrenvoll, den Rьckzug von einem Gefecht anzutreten, bevor wir nicht eine vollstдndige Ьbersicht ьber unsere Chancen haben.;;;;;;;;x;;;;
REMAINING_NAVAL_RETREAT;Прежде чем мы сможем отступить, нам нужно быть ближе к §Y$OPT$§! чтобы выяснить наши шансы на отступление.;;Bevor wir einen freiwilligen Rьckzug antreten kцnnen, mьssen wir noch nдher an §Y$OPT$§!, um unsere Chancen besser einschдtzen zu kцnnen.;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_APPROACH;Идет на сближение;;Herannahend;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_SEEKING;Ищет цель;;Auf Zielsuche;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_FIRING;Урон §G$ORG$§!/§R$STR$§!;;Schaden §G$ORG$§!/§R$STR$§!;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_RETREAT;Отступает;;Auf dem Rьckzug;;;;;;;;x;;;;
NAVAL_COMBAT_STATUS_DISENGAGED;Свободен;;Zurьckgezogen;;;;;;;;x;;;;
SUPPLY_LOAD;Вес припасов;;Vorratsgewicht;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_BASIC;Общий §Yуровень снабжения§! всех наших §Yморских баз§!  — $TOT$.\nВсем нашим кораблям требуется в общем $REQ$.;;Der gesamte §YVersorgungsdurchsatz§! all unserer §YMarinehдfen§! betrдgt $TOT$.\nAll unsere Schiffe benцtigen insgesamt $REQ$.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_PENALTY;Наши корабли получают $PEN$ штраф от снабжения.;;Unsere Schiffe erleiden $PEN$ Malus fьr ihre Versorgung.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_HINT;Подумайте о создании военно-морских баз, или уничтожьте некоторые из своих кораблей.;;Ьberlegt, einige Marinestьtzpunkte zu bauen, oder entlasst einige Schiffe.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_UPCOMING_PENALTY;Заложены новые корабли, постройка которых превысит лимит снабжения $EXC$.;;Neue Schiffe befinden sich im Bau, dies wird das Versorgungslimit um $EXC$ ьberschreiten.;;;;;;;;x;;;;
SUPPLY_LOAD_STATUS_DESC_DETAILED_LIST;Настоящий доклад показывает требуемый уровень снабжения:;;Der folgende Bericht zeigt den Versorgungsdurchsatz-Bedarf:;;;;;;;;x;;;;
SHIP_BUILD_MIN_BASE_LEVEL;Требуется морской порт с уровнем §Y$LVL$§! или выше.;;Benцtigt einen Hafen der Stufe §Y$LVL$§! oder hцher.;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_PER_BASE;Ограничение до §Y$LIM$§! единиц на каждый порт, который снабжает этот корабль.;;Begrenzt auf §Y$LIM$§! Einheiten pro Hafen, der dieses Schiff versorgt.;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_PER_BASE_HINT;§RПодумайте о постройке большего числа морских баз с уровнем не меньше §G$LVL$§R.§!;;§RЬberlegt, weitere Marinestьtzpunkte mit einer Stufe von mindestens §G$LVL$zu bauen§R.§!;;;;;;;;x;;;;
SHIP_BUILD_LIMIT_MAX;§Y(Лимит: $LIM$)§!;;§Y(Лимит: $LIM$)§!;;;;;;;;x;;;;
BUILDING_ONE_PER_STATE;Только один в регионе;;Nur eins pro Staat;;;;;;;;x;;;;
DIPLOMACY_CRISIS_INFO;Кризисы;;Konflikte;;;;;;;;x;;;;
CRISIS_CANT_DECLARE_WAR;Вы не можете объявить войну, и вам не могут объявить войну, если вы вовлечены в кризис.;;Ihr kцnnt keinen Krieg erklдren oder eine Kriegserklдrung erhalten, wenn Ihr Euch in einem Konflikt befindet.;;;;;;;;x;;;;
HAS_FLASHPOINT;Есть горячая точка;;Hat einen Unruheherd;;;;;;;;x;;;;
HAS_NO_FLASHPOINT;Нет горячей точки;;Hat keinen Unruheherd;;;;;;;;x;;;;
TENSION_LESS_THAN;Напряженность в горячей точке ниже, чем ;;Niedriger Unruhe-Spannungen als;;;;;;;;x;;;;
TENSION_MORE_THAN;Напряженность в горячей точке выше, чем ;;Hцhere Unruhe-Spannungen als;;;;;;;;x;;;;
CRISIS_TEMPERATURE_LESS_THAN;Накал кризиса ниже, чем ;;Niedrigere Konflikttemperatur als;;;;;;;;x;;;;
CRISIS_TEMPERATURE_MORE_THAN;Накал кризиса выше, чем ;;Hцhere Konflikttemperatur als;;;;;;;;x;;;;
FLASHPOINT_TENSION_EFFECT;$DIRECTION$ $VALUE$ Напряженность в горячей точке.\n;;$DIRECTION$ $VALUE$ Unruhe-Spannung.\n;;;;;;;;x;;;;
diplomatic_focus;Дипломатия;;Diplomatie;;;;;;;;x;;;;
increase_tension;Рост напряженности ;;Spannung erhцhen;;;;;;;;x;;;;
increase_tension_focus_desc;Рост напряженности в горячей точке около §Y$VAL$§W% каждый месяц.;;Erhцht die Unruhe-Spannungen um etwa §Y$VAL$§W% pro Monat.;;;;;;;;x;;;;
NOT_A_FLASHPOINT;§RНе горячая точка§!;;§RKein Unruheherd§!;;;;;;;;x;;;;
MAPMODE_21;Очаги напряженности;;Konflikte;;;;;;;;x;;;;
MAPMODE_22;Военно-морск.;;Marine;;;;;;;;x;;;;
FLASHPOINT_TENSION;Напряженность в регионе: §Y$VALUE$§!%;;Unruhe-Spannungen: §Y$VALUE$§!%;;;;;;;;x;;;;
EXECUTING_HISTORY;Executing History...;;Abrufen der Geschichte;;;;;;;;x;;;;
CRISIS_TEMPERATURE;Накал кризиса: §R$VALUE$%§!;;Konflikttemperatur: §R$VALUE$%§!;;;;;;;;x;;;;
HAS_CRISIS;Текущие кризисы;;Es gibt momentan einen Konflikt;;;;;;;;x;;;;
HAS_NO_CRISIS;Кризисов нет;;Es gibt momentan keinen Konflikt;;;;;;;;x;;;;
CRISIS_TEMPERATURE_EFFECT;$DIRECTION$ $VALUE$ накал кризиса.\n;;$DIRECTION$ $VALUE$ Konflikttemperatur.\n;;;;;;;;x;;;;
TRIGGER_STATE;Кризисный регион;;Konflikt-Zustand;;;;;;;;x;;;;
BACKERS_LABEL;Сторонники:;;Unterstьtzer:;;;;;;;;x;;;;
SUPPORT_SIDE;Поддержать сторону;;Seite unterstьtzen;;;;;;;;x;;;;
ON_THE_FENCE_LABEL;Не определились:;;Noch unentschlossen:;;;;;;;;x;;;;
vacuum_tube;Электронная лампа;;Vakuumrцhre;;;;;;;;;;x,,,;;
vacuum_tube_desc;Электронная лампа (так же известна, как радиолампа) - устройство, работающее за счет протекания электрического тока в вакууме. В результате термоэлектронной эмиссии (Эффект Эдисона) электроны покидают поверхность негативно заряженного катода и движутся сквозь вакуум к позитивно заряженному электроду (аноду). Дополнительные электроды между катодом и анодом добавили позже, открыв возможность усиления и переключения сигналов. Электронные лампы имели важное значение для производства и коммерциализации радио, телефонов, телевизоров, радаров, и ранних компьютеров;;Die Vakuumrцhre (auch Elektronenrцhre genannt) ist ein Gerдt, das den Stromfluss durch ein Vakuum ausnutzt. Elektronen reisen in einer Vakuumrцhre aufgrund von Glьhemission  (dem Edison-Effekt) von einem heiЯen Glьhfaden (der negativen Kathode) durch ein Vakuum zu einer positiven Elektrode (der Anode). Zusдtzliche Elektroden wurden spдter zwischen der Anode und Kathode hinzugefьgt und erlaubten die Verstдrkung und den Wechsel von Signalen. Vakuumrцhren waren ein wesentlicher Bestandteil fьr die Produktion und Kommerzialisierung von Radios, Telefonen, Fernsehern, Radar und den ersten Computern.;;;;;;;;;;x,,,;;
tulls_seed_drill;Сеялка Талла;;Tulls Sдmaschine;;;;;;;;;;x,,,,,,,;;
tulls_seed_drill_desc;До сего времени, фермеры сажали семена вручную, складывая их в сумку и ходя по полю, раскидывая их. Они разбрасывали их руками во вспаханную и боронованную землю. Проблема этого метода в том, что он не давал равномерного распределения семян. Это было нерациональным использованием семян и, следовательно, значительная их часть расходовалась впустую. Джетро Талл изобрел сеялку, которую можно было запрягать лошадью. Она состояла из колесного транспортного средства, содержащего ящик, наполненный зерном. Там была управляемая колесом трещотка, которая распыляла семена равномерно по всему пути следования сеялки.;;Vor dieser Epoche pflanzten Bauern die Saat fьr Getreide, indem sie diese in einem Beutel ьber das Feld trugen und ausstreuten oder verteilten. Sie taten dies von Hand auf dem gepflьgten und geeggten Feldboden. Das Problem bestand in der ungleichmдЯigen Verteilung des Saatguts. Es war daher keine effiziente Verwendung des Saatguts, sondern vielmehr eine Verschwendung. Jethro Tull erfand eine Sдmaschine, die von einem Pferd gezogen werden konnte. Es war ein Vehikel auf Rдdern mit einer Kiste voll Getreide darin. Eine radbetriebene Schraube verteilte das Saatgut gleichmдЯig, wenn das Gefдhrt ьber das Feld gezogen wurde.;;;;;;;;;;x,,,,;;
rotherham_plough;Ротерхэмский плуг;;Rotherham-Pflug;;;;;;;;;;x,,,,,,,;;
rotherham_plough_desc;Ротерхэмский или Йоркширский плуг изобретен Диснеем Станифортом и Джозефом Фолджамбом.  Он был улучшением традиционного плуга. Он был собран из дерева, как обычный плуг, но арматура и сошник (режущее лезвие) были сделаны из железа. Отвал и лемех также были покрыты железными пластинами. Он был легче, чем традиционный плуг и с ним можно было легко работать парой лошадей.;;Der Rotherham oder Yorkshire Pflug wurde von Disney Stanyforth und Joseph Foljambe als Weiterentwicklung des traditionellen Pflugs erfunden. Er bestand aus Holz wie der Standard-Pflug, doch die Beschlдge und das Pflugmesser waren aus Eisen und  das Streichblech und die Pflugschar waren mit Eisen verkleidet. Dieser Pflug war leichter als der traditionelle Pflug und konnte leicht von zwei Pferden gezogen werden.;;;;;;;;;;x,,,,,,,;;
telephone_switchboard;Автоматическая телефонная станция;;Telefon-Zentrale;;;;;;;;;;x,,,;;
telephone_switchboard_desc;Телефонная станция представляет собой систему электрических компонентов, используемых для подключения телефонных звонков. Первый телефонный коммутатор был изобретен венгром Тивадаром Пушкашем в 1877, когда он работал у Томаса Эдисона. Примитивные телефонные станции для коммерческого ипользования появились в 1881 в восточной части США и Западной Европе. Телефонные станции состояли из сотен коммутаторов, где штат операторов вручную соединял абонентов телефонной линии. Элмон Браун Строугер запатентовал первый тумблер в 1891, который мог автоматически соединять абонентов.;;Eine Telefon-Zentrale ist ein System aus elektronischen Komponenten und wird dazu verwendet, Anrufe zu verbinden. Die erste Telefon-Zentrale wurde 1877 von dem Ungarn Tivadar Puskбs erfunden, wдhrend er fьr Thomas Edison arbeitete. Erste primitive Fernsprechдmter fьr kommerzielle Einrichtungen bestanden 1881 im Osten der US und im westlichen Europa. Fernsprechдmter bestanden aus hunderten von Schalttafeln, an denen Telefonisten manuell Anrufe weiterleiteten und verbanden, indem sie Kabel umstцpselten. Almon Brown Strowger patentierte 1891 den ersten Kippschalter, der zur automatischen Anrufweiterleitung fьhrte.;;;;;;;;;;x,,,;;
